X,Y,Z,grade,borehole
116.74,1075.0,-1214.72,0.6820226613859843,1
116.74,1075.0,-1188.16,0.6819585592489733,1
116.74,1075.0,-1161.6,0.6818989671477661,1
116.74,1075.0,-1135.04,0.6818443650862247,1
116.74,1075.0,-1108.48,0.6817951884436985,1
116.74,1075.0,-1081.92,0.6817518211455669,1
116.74,1075.0,-1055.36,0.6817145900319814,1
116.74,1075.0,-1028.8,0.6816837605658099,1
116.74,1075.0,-1002.24,0.6816595339625973,1
116.74,1075.0,-975.68,0.6816420457657673,1
116.74,1075.0,-949.12,0.6816313658333141,1
116.74,1075.0,-922.56,0.6816274996512016,1
116.74,1075.0,-896.0,0.681630390846313,1
116.74,1075.0,-869.44,0.6816399247397016,1
116.74,1075.0,-842.88,0.6816559327597431,1
116.74,1075.0,-816.3199999999999,0.6816781975242906,1
116.74,1075.0,-789.76,0.6817064584000385,1
116.74,1075.0,-763.2,0.6817404173544132,1
116.74,1075.0,-736.64,0.681779744928608,1
116.74,1075.0,-710.0799999999999,0.6818240861779776,1
116.74,1075.0,-683.52,0.681873066446198,1
116.74,1075.0,-656.96,0.6819262968609932,1
116.74,1075.0,-630.4,0.6819833794607914,1
116.74,1075.0,-603.8399999999999,0.6820439118826401,1
116.74,1075.0,-577.28,0.6821074915617891,1
116.74,1075.0,-550.72,0.6821737194122308,1
116.74,1075.0,-524.16,0.6822422029751869,1
116.74,1075.0,-497.5999999999999,0.6823125590389288,1
116.74,1075.0,-471.04,0.6823844157483917,1
116.74,1075.0,-444.48,0.6824574142365852,1
116.74,1075.0,-417.92,0.6825312098216515,1
116.74,1075.0,-391.3599999999999,0.682605472823223,1
116.74,1075.0,-364.8,0.6826798890592984,1
116.74,1075.0,-338.24,0.682754160089725,1
116.74,1075.0,-311.67999999999995,0.6828280032745051,1
116.74,1075.0,-285.1199999999999,0.6829011517142283,1
116.74,1075.0,-258.55999999999995,0.6829733541360378,1
116.74,1075.0,-232.0,0.6830443747817093,1
116.74,1075.0,-205.44,0.6831139933449794,1
116.74,1075.0,-178.87999999999988,0.6831820049935513,1
116.74,1075.0,-152.31999999999994,0.6832482204979355,1
116.74,1075.0,-125.76,0.6833124664750237,1
116.74,1075.0,-99.20000000000005,0.6833745857400441,1
781.2600000000001,325.0,-975.68,0.6996857622282147,10
781.2600000000001,325.0,-949.12,0.7009430629955425,10
781.2600000000001,325.0,-922.56,0.702244918267457,10
781.2600000000001,325.0,-896.0,0.703584600392344,10
781.2600000000001,325.0,-869.44,0.7049546498806974,10
781.2600000000001,325.0,-842.88,0.7063471586269481,10
781.2600000000001,325.0,-816.3199999999999,0.707754119158801,10
781.2600000000001,325.0,-789.76,0.7091678189634821,10
781.2600000000001,325.0,-763.2,0.7105812489862536,10
781.2600000000001,325.0,-736.64,0.7119884876229333,10
781.2600000000001,325.0,-710.0799999999999,0.7133850177535758,10
781.2600000000001,325.0,-683.52,0.7147679359374389,10
781.2600000000001,325.0,-656.96,0.7161360202338274,10
781.2600000000001,325.0,-630.4,0.7174896354337693,10
781.2600000000001,325.0,-603.8399999999999,0.7188304697684121,10
781.2600000000001,325.0,-577.28,0.7201611125437526,10
781.2600000000001,325.0,-550.72,0.7214844946656945,10
781.2600000000001,325.0,-524.16,0.7228032214882418,10
781.2600000000001,325.0,-497.5999999999999,0.7241188292586729,10
781.2600000000001,325.0,-471.04,0.7254309940440146,10
781.2600000000001,325.0,-444.48,0.7267367185922564,10
781.2600000000001,325.0,-417.92,0.7280295224050344,10
781.2600000000001,325.0,-391.3599999999999,0.7292986677933375,10
781.2600000000001,325.0,-364.8,0.7305284732331663,10
781.2600000000001,325.0,-338.24,0.7316977958408791,10
781.2600000000001,325.0,-311.67999999999995,0.7327798038039813,10
781.2600000000001,325.0,-285.1199999999999,0.7337421972183955,10
781.2600000000001,325.0,-258.55999999999995,0.7345480543881207,10
781.2600000000001,325.0,-232.0,0.7351574568016989,10
781.2600000000001,325.0,-205.44,0.735529957785372,10
781.2600000000001,325.0,-178.87999999999988,0.7356277999052796,10
781.2600000000001,325.0,-152.31999999999994,0.7354195762027128,10
655.5400000000001,1125.0,-869.44,0.6812696338169563,11
655.5400000000001,1125.0,-842.88,0.6812287409822331,11
655.5400000000001,1125.0,-816.3199999999999,0.6811922888328588,11
