X,Y,Z,dip,azimuth,polarity,formation,section
1.100485,1000,-1008.12132,-40,90,3,sericitequartzalterationzone,sectionb
282.824645,1000,-883.62441,-40,90,3,sericitequartzalterationzone,sectionb
497.41922,1000,-770.26137,-40,90,3,sericitequartzalterationzone,sectionb
727.420585,1000,-643.74012,-40,90,3,sericitequartzalterationzone,sectionb
949.718555,1000,-511.14585,-40,90,3,sericitequartzalterationzone,sectionb
1178.619435,1000,-382.60026,-40,90,3,sericitequartzalterationzone,sectionb
1391.01304,1000,-288.46845,-40,90,3,sericitequartzalterationzone,sectionb
1559.387245,1000,-193.32447,-40,90,3,sericitequartzalterationzone,sectionb
3.301455,1000,-1163.9955,-40,90,1,Kfeldspathizationzone,sectionb
390.672175,1000,-1031.40123,-40,90,1,Kfeldspathizationzone,sectionb
708.71234,1000,-865.40535,-40,90,1,Kfeldspathizationzone,sectionb
958.522435,1000,-760.13967,-40,90,1,Kfeldspathizationzone,sectionb
1134.600035,1000,-608.31417,-40,90,1,Kfeldspathizationzone,sectionb
1399.81692,1000,-436.24527,-40,90,1,Kfeldspathizationzone,sectionb
1557.186275,1000,-328.95525,-40,90,1,Kfeldspathizationzone,sectionb
