X,Y,Z,grade,borehole
1137.39,725.0,-585.0,0.1620661772696275,14
1137.39,725.0,-569.4000000000001,0.162733331029456,14
1137.39,725.0,-553.8,0.1633530329794669,14
1137.39,725.0,-538.2,0.1639170068542097,14
1137.39,725.0,-522.6,0.164417273407307,14
1137.39,725.0,-507.0,0.1648464025597019,14
1137.39,725.0,-491.4,0.165197764611187,14
1137.39,725.0,-475.8,0.165465764940398,14
1137.39,725.0,-460.2000000000001,0.1656460472184439,14
1137.39,725.0,-444.6,0.1657356524518241,14
1137.39,725.0,-429.0,0.1657331246891389,14
1137.39,725.0,-413.4,0.1656385582939632,14
1137.39,725.0,-397.8,0.1654535856521408,14
1137.39,725.0,-382.2,0.1651813076346177,14
1137.39,725.0,-366.6,0.1648261719768237,14
1137.39,725.0,-351.0,0.1643938070768946,14
1137.39,725.0,-335.4,0.1638908206949009,14
1137.39,725.0,-319.8,0.1633245746522527,14
1137.39,725.0,-304.2,0.1627029477045841,14
1137.39,725.0,-288.6,0.1620340990267659,14
1137.39,725.0,-273.0,0.1613262440072762,14
1137.39,725.0,-257.4,0.1605874522939975,14
1137.39,725.0,-241.79999999999995,0.1598254754806138,14
1137.39,725.0,-226.20000000000005,0.1590476088494889,14
1137.39,725.0,-210.6,0.1582605886197871,14
1137.39,725.0,-195.0,0.1574705235548821,14
1137.39,725.0,-179.39999999999998,0.1566828577980467,14
1137.39,725.0,-163.79999999999995,0.155902360520203,14
1137.39,725.0,-148.20000000000005,0.1551331373442406,14
1137.39,725.0,-132.60000000000002,0.1543786584417729,14
183.45,1125.0,-507.0,0.1547346155185626,15
183.45,1125.0,-491.4,0.1556614707279263,15
183.45,1125.0,-475.8,0.1566142647904767,15
183.45,1125.0,-460.2000000000001,0.157589065496225,15
183.45,1125.0,-444.6,0.1585809278621541,15
183.45,1125.0,-429.0,0.1595837627480824,15
183.45,1125.0,-413.4,0.1605902050246676,15
183.45,1125.0,-397.8,0.1615914875632249,15
183.45,1125.0,-382.2,0.1625773300562545,15
183.45,1125.0,-366.6,0.163535855541203,15
183.45,1125.0,-351.0,0.1644535530171643,15
183.45,1125.0,-335.4,0.1653153123267172,15
183.45,1125.0,-319.8,0.1661045678875119,15
183.45,1125.0,-304.2,0.1668036001620291,15
183.45,1125.0,-288.6,0.1673940544394697,15
183.45,1125.0,-273.0,0.1678577369770381,15
183.45,1125.0,-257.4,0.1681777239361219,15
183.45,1125.0,-241.79999999999995,0.1683397520252738,15
183.45,1125.0,-226.20000000000005,0.1683337472402419,15
183.45,1125.0,-210.6,0.1681552195631734,15
183.45,1125.0,-195.0,0.1678061772983756,15
183.45,1125.0,-179.39999999999998,0.1672952698875243,15
183.45,1125.0,-163.79999999999995,0.1666370648589644,15
183.45,1125.0,-148.20000000000005,0.165850618723383,15
183.45,1125.0,-132.60000000000002,0.1649576842363889,15
183.45,1125.0,-117.0,0.1639809301368645,15
770.49,1075.0,-663.0,0.1577379346927354,16
770.49,1075.0,-647.4000000000001,0.1586854357799295,16
770.49,1075.0,-631.8000000000001,0.1596415781925158,16
770.49,1075.0,-616.2,0.1606002836609847,16
770.49,1075.0,-600.6,0.1615546993251678,16
770.49,1075.0,-585.0,0.1624972528246879,16
770.49,1075.0,-569.4000000000001,0.1634197518751149,16
770.49,1075.0,-553.8,0.1643135319823223,16
770.49,1075.0,-538.2,0.1651696512053977,16
770.49,1075.0,-522.6,0.1659791246133592,16
770.49,1075.0,-507.0,0.1667331842089728,16
770.49,1075.0,-491.4,0.1674235441293872,16
770.49,1075.0,-475.8,0.1680426476685015,16
770.49,1075.0,-460.2000000000001,0.1685838735601397,16
770.49,1075.0,-444.6,0.1690416844689652,16
770.49,1075.0,-429.0,0.1694117098093593,16
770.49,1075.0,-413.4,0.1696907656580503,16
770.49,1075.0,-397.8,0.1698768239242871,16
