X,Y,Z,dip,azimuth,polarity,formation,section
107.6103,2000,-875.87436,80,90,1,silicadolomitealteration,Hilton
95.2413,2000,-947.877545,80,90,1,silicadolomitealteration,Hilton
96.4782,2000,-1060.320875,80,90,1,silicadolomitealteration,Hilton
115.0317,2000,-1189.53207,0,90,1,silicadolomitealteration,Hilton
129.8745,2000,-1101.747365,-80,90,1,silicadolomitealteration,Hilton
129.8745,2000,-980.747365,-80,90,1,silicadolomitealteration,Hilton
143.4804,2000,-863.051875,-80,90,1,silicadolomitealteration,Hilton
139.7697,2000,-741.73144,-80,90,1,silicadolomitealteration,Hilton
130.952,2000,-680.253515,-80,90,1,silicadolomitealteration,Hilton
145.9542,2000,-603.64314,-80,90,1,silicadolomitealteration,Hilton
116.2686,2000,-467.52753,-80,90,1,silicadolomitealteration,Hilton
16.0797,2000,-352.125165,-80,90,1,silicadolomitealteration,Hilton
854.6979,2000,-21.69959,-50,90,2,dolomiticurquhartshale,Hilton
816.354,2000,-125.265815,-50,90,2,dolomiticurquhartshale,Hilton
765.6411,2000,-242.64087,-50,90,2,dolomiticurquhartshale,Hilton
744.6138,2000,-318.589435,-50,90,2,dolomiticurquhartshale,Hilton
682.7688,2000,-440.896215,-50,90,2,dolomiticurquhartshale,Hilton
627.1083,2000,-577.99817,-50,90,2,dolomiticurquhartshale,Hilton
559.0788,2000,-746.663165,-50,90,2,dolomiticurquhartshale,Hilton
504.6552,2000,-874.888015,-50,90,2,dolomiticurquhartshale,Hilton
448.9947,2000,-996.20845,-50,90,2,dolomiticurquhartshale,Hilton
387.1497,2000,-1096.81564,-50,90,2,dolomiticurquhartshale,Hilton
336.4368,2000,-1190.518415,-50,90,2,dolomiticurquhartshale,Hilton
320.3571,2000,-1227.999525,-50,90,2,dolomiticurquhartshale,Hilton
897.9894,2000,-966.6181,-60,90,1,nativebeesiltstone,Hilton
868.3038,2000,-1029.74418,-60,90,1,nativebeesiltstone,Hilton
843.5658,2000,-1087.938535,-60,90,1,nativebeesiltstone,Hilton
828.723,2000,-1156.982685,-60,90,1,nativebeesiltstone,Hilton
802.7481,2000,-1219.12242,-60,90,1,nativebeesiltstone,Hilton
