,X,Y,Z,grade,formation,borehole
270,418.0,961.0,-242.2,2.062728833502815,5,49
271,418.0,961.0,-230.6,2.062737686218602,5,49
272,594.0,341.0,-265.4,2.0597396736038136,5,50
273,594.0,341.0,-253.79999999999998,2.059651717197844,5,50
274,594.0,341.0,-242.2,2.0595639315137486,5,50
275,594.0,341.0,-230.6,2.0594768338678997,5,50
276,550.0,155.0,-288.6,2.0571514430165876,5,51
277,550.0,155.0,-277.0,2.0568698655244306,5,51
278,550.0,155.0,-265.4,2.0565780675599026,5,51
279,550.0,155.0,-253.79999999999998,2.05627689922913,5,51
280,550.0,155.0,-242.2,2.0559674634418683,5,51
281,550.0,155.0,-230.6,2.0556511417314196,5,51
282,550.0,155.0,-219.0,2.055329617371769,5,51
283,550.0,155.0,-207.39999999999998,2.0550048940204215,5,51
284,550.0,155.0,-195.8,2.0546793078256766,5,51
285,550.0,155.0,-184.2,2.054355530710671,5,51
286,330.0,1581.0,-311.79999999999995,2.0640700850165894,5,52
287,330.0,1581.0,-300.2,2.0641730349973804,5,52
288,330.0,1581.0,-288.6,2.06428704565176,5,52
289,330.0,1581.0,-277.0,2.064413680065119,5,52
290,330.0,1581.0,-265.4,2.064554539041696,5,52
291,330.0,1581.0,-253.79999999999998,2.064711203141762,5,52
292,330.0,1581.0,-242.2,2.0648851587218755,5,52
293,330.0,1581.0,-230.6,2.0650777068174317,5,52
294,330.0,1581.0,-219.0,2.0652898532503863,5,52
295,330.0,1581.0,-207.39999999999998,2.0655221769863705,5,52
296,330.0,1581.0,-195.8,2.0657746712342013,5,52
297,682.0,155.0,-242.2,2.0571527611546183,5,53
298,682.0,155.0,-230.6,2.0567926073773397,5,53
299,682.0,155.0,-219.0,2.0564128269121165,5,53
300,682.0,155.0,-207.39999999999998,2.0560147418951984,5,53
301,374.0,1891.0,-253.79999999999998,2.063317796224087,5,54
302,374.0,1891.0,-242.2,2.0633400902709833,5,54
303,374.0,1891.0,-230.6,2.063360528336422,5,54
304,374.0,1891.0,-219.0,2.063378932413179,5,54
305,374.0,1891.0,-207.39999999999998,2.063395125553372,5,54
306,286.0,1023.0,-207.39999999999998,2.0627210551693813,5,55
307,286.0,1023.0,-195.8,2.0627281047658124,5,55
308,286.0,1023.0,-184.2,2.0627339260969886,5,55
309,286.0,1023.0,-172.60000000000002,2.0627384624821747,5,55
310,374.0,1147.0,-265.4,2.063459543304699,5,56
