X,Y,Z,dip,azimuth,polarity,formation,section
508.0,0,-742.0,-40,90,1,sericitequartzalterationzone,sectiona
597.0,0,-692.0,-40,90,1,sericitequartzalterationzone,sectiona
673.0,0,-632.0,-40,90,1,sericitequartzalterationzone,sectiona
751.0,0,-574.0,-40,90,1,sericitequartzalterationzone,sectiona
822.0,0,-509.0,-40,90,1,sericitequartzalterationzone,sectiona
894.0,0,-456.0,-40,90,1,sericitequartzalterationzone,sectiona
1016.0,0,-379.0,-40,90,1,sericitequartzalterationzone,sectiona
1152.0,0,-312.0,-40,90,1,sericitequartzalterationzone,sectiona
1262.0,0,-252.0,-40,90,1,sericitequartzalterationzone,sectiona
1381.0,0,-197.0,-40,90,1,sericitequartzalterationzone,sectiona
1467.0,0,-138.0,-40,90,1,sericitequartzalterationzone,sectiona
1542.0,0,-86.0,-40,90,1,sericitequartzalterationzone,sectiona
1582.0,0,-49.0,-40,90,1,sericitequartzalterationzone,sectiona
3.0,0,-1164.0,-40,90,1,Kfeldspathizationzone,sectiona
199.0,0,-1116.0,-40,90,1,Kfeldspathizationzone,sectiona
368.0,0,-1075.0,-40,90,1,Kfeldspathizationzone,sectiona
530.0,0,-994.0,-40,90,1,Kfeldspathizationzone,sectiona
709.0,0,-900.0,-40,90,1,Kfeldspathizationzone,sectiona
846.0,0,-818.0,-40,90,1,Kfeldspathizationzone,sectiona
951.0,0,-726.0,-40,90,1,Kfeldspathizationzone,sectiona
1049.0,0,-655.0,-40,90,1,Kfeldspathizationzone,sectiona
1174.0,0,-557.0,-40,90,1,Kfeldspathizationzone,sectiona
1265.0,0,-475.0,-40,90,1,Kfeldspathizationzone,sectiona
1317.0,0,-423.0,-40,90,1,Kfeldspathizationzone,sectiona
1416.0,0,-331.0,-40,90,1,Kfeldspathizationzone,sectiona
1513.0,0,-246.0,-40,90,1,Kfeldspathizationzone,sectiona
1574.0,0,-180.0,-40,90,1,Kfeldspathizationzone,sectiona
1.100485,200,-22.26774,-40,90,1,topo,sectionb
168.374205,200,-28.34076,-40,90,1,topo,sectionb
365.36102,200,-26.31642,-40,90,1,topo,sectionb
550.2425,200,-8.09736,-40,90,1,topo,sectionb
743.92786,200,-5.06085,-40,90,1,topo,sectionb
911.20158,200,-5.06085,-40,90,1,topo,sectionb
1079.575785,200,-13.15821,-40,90,1,topo,sectionb
1221.53835,200,-17.20689,-40,90,1,topo,sectionb
1351.39558,200,-10.1217,-40,90,1,topo,sectionb
1512.06639,200,-1.01217,-40,90,1,topo,sectionb
1575.89452,200,0.0,-40,90,1,topo,sectionb
5.502425,200,-893.74611,-40,90,1,linglongbiotitegranite,sectionb
90.23977,200,-843.13761,-40,90,1,linglongbiotitegranite,sectionb
173.87663,200,-789.4926,-40,90,1,linglongbiotitegranite,sectionb
291.628525,200,-709.53117,-40,90,1,linglongbiotitegranite,sectionb
400.57654,200,-640.70361,-40,90,1,linglongbiotitegranite,sectionb
506.2231,200,-577.94907,-40,90,1,linglongbiotitegranite,sectionb
565.64929,200,-513.17019,-40,90,1,linglongbiotitegranite,sectionb
673.49682,200,-449.40348,-40,90,1,linglongbiotitegranite,sectionb
