X,Y,Z,grade,formation
286.0,1457.0,-277.0,2.064691380551987,5
286.0,1457.0,-265.4,2.064876762038292,5
286.0,1457.0,-253.79999999999998,2.065080172631623,5
286.0,1457.0,-242.2,2.0653028547077446,5
286.0,1457.0,-230.6,2.0655458472765553,5
286.0,1457.0,-219.0,2.0658098816219557,5
286.0,1519.0,-335.0,2.0640060910618554,5
286.0,1519.0,-323.4,2.064125293961823,5
286.0,1519.0,-311.79999999999995,2.064256273095295,5
286.0,1519.0,-300.2,2.0644004883130527,5
286.0,1519.0,-288.6,2.0645594843261654,5
286.0,1519.0,-277.0,2.064734864836074,5
286.0,1519.0,-265.4,2.064928256380689,5
286.0,1519.0,-253.79999999999998,2.0651412597614507,5
286.0,1519.0,-242.2,2.0653753863397935,5
286.0,1519.0,-230.6,2.0656319756374155,5
286.0,1519.0,-219.0,2.0659120895083354,5
286.0,1581.0,-323.4,2.064035638668401,5
286.0,1581.0,-311.79999999999995,2.064152266257976,5
286.0,1581.0,-300.2,2.0642791335983866,5
286.0,1581.0,-288.6,2.06441722205846,5
286.0,1581.0,-277.0,2.064567491091289,5
286.0,1581.0,-265.4,2.0647308369794612,5
286.0,1581.0,-253.79999999999998,2.064908041112918,5
286.0,1581.0,-242.2,2.0650997064553973,5
286.0,1581.0,-230.6,2.0653061807706745,5
286.0,1581.0,-219.0,2.0655274651398345,5
286.0,1581.0,-207.39999999999998,2.065763106441224,5
286.0,1581.0,-195.8,2.0660120730426668,5
286.0,1643.0,-277.0,2.064266606000899,5
286.0,1643.0,-265.4,2.064384197214249,5
286.0,1643.0,-253.79999999999998,2.0645082486072197,5
286.0,1643.0,-242.2,2.064638531097285,5
286.0,1643.0,-230.6,2.064774583884636,5
286.0,1643.0,-219.0,2.06491566911905,5
286.0,1643.0,-207.39999999999998,2.0650607265998193,5
286.0,1643.0,-195.8,2.0652083312047793,5
286.0,1643.0,-184.2,2.0653566567083987,5
286.0,1705.0,-242.2,2.0641642751529106,5
286.0,1705.0,-230.6,2.0642460407566974,5
286.0,1705.0,-219.0,2.064327758693605,5
286.0,1705.0,-207.39999999999998,2.0644085624650206,5
286.0,1705.0,-195.8,2.064487436946269,5
286.0,1705.0,-184.2,2.0645632235424616,5
286.0,1767.0,-230.6,2.0637947768579634,5
286.0,1767.0,-219.0,2.0638419606866223,5
286.0,1767.0,-207.39999999999998,2.0638869600665553,5
286.0,1767.0,-195.8,2.0639292052600764,5
286.0,1767.0,-184.2,2.0639680913203,5
286.0,1767.0,-172.60000000000002,2.064002989938269,5
286.0,1829.0,-219.0,2.063448167431768,5
286.0,1829.0,-207.39999999999998,2.063474560254987,5
286.0,1829.0,-195.8,2.06349854212688,5
286.0,1829.0,-184.2,2.0635198117340465,5
286.0,1829.0,-172.60000000000002,2.063538071415512,5
286.0,1829.0,-161.0,2.0635530341592294,5
286.0,1891.0,-195.8,2.063155343381336,5
286.0,1891.0,-184.2,2.063168013465849,5
286.0,1891.0,-172.60000000000002,2.063178517911594,5
286.0,1891.0,-161.0,2.0631867222645455,5
286.0,1891.0,-149.39999999999998,2.0631925058550467,5
286.0,1953.0,-184.2,2.0628841102985254,5
286.0,1953.0,-172.60000000000002,2.062890794257575,5
286.0,1953.0,-161.0,2.0628958658802943,5
286.0,1953.0,-149.39999999999998,2.0628992676876976,5
286.0,1953.0,-137.8,2.0629009524806583,5
286.0,2015.0,-172.60000000000002,2.06265795215448,5
286.0,2015.0,-161.0,2.0626615063035927,5
286.0,2015.0,-149.39999999999998,2.062663886411081,5
286.0,2015.0,-137.8,2.062665069833316,5
286.0,2015.0,-126.19999999999999,2.06266504066798,5
286.0,2077.0,-161.0,2.06247308204147,5
286.0,2077.0,-149.39999999999998,2.0624750554045246,5
286.0,2077.0,-137.8,2.062476173396629,5
286.0,2077.0,-126.19999999999999,2.062476428959053,5
286.0,2077.0,-114.60000000000002,2.0624758192971746,5
286.0,2139.0,-137.8,2.0623264126303638,5
286.0,2139.0,-126.19999999999999,2.0623270182517794,5
286.0,2139.0,-114.60000000000002,2.0623269900474575,5
286.0,2139.0,-103.0,2.0623263307044626,5
286.0,2201.0,-126.19999999999999,2.0622106247296994,5
286.0,2201.0,-114.60000000000002,2.062211095767386,5
286.0,2201.0,-103.0,2.0622110848210546,5
286.0,2201.0,-91.39999999999998,2.0622105970534697,5
286.0,2263.0,-114.60000000000002,2.062123004603415,5
286.0,2263.0,-103.0,2.0621235000305767,5
286.0,2263.0,-91.39999999999998,2.0621236106183685,5
286.0,2325.0,-103.0,2.062059299193838,5
286.0,2325.0,-91.39999999999998,2.062059837933462,5
286.0,2387.0,-91.39999999999998,2.0620157424418637,5
286.0,2511.0,-79.80000000000001,2.061975737824698,5
330.0,527.0,-195.8,2.0610702931788207,5
330.0,589.0,-195.8,2.0613402066960993,5
330.0,589.0,-184.2,2.06133201645765,5
330.0,651.0,-207.39999999999998,2.0615731932958936,5
330.0,651.0,-195.8,2.061567878325062,5
330.0,651.0,-184.2,2.061562790085057,5
330.0,713.0,-207.39999999999998,2.0617712169301323,5
330.0,713.0,-195.8,2.061768349045501,5
330.0,713.0,-184.2,2.0617655088540925,5
330.0,713.0,-172.60000000000002,2.061762705905659,5
330.0,775.0,-207.39999999999998,2.061956966913056,5
330.0,775.0,-195.8,2.0619560199152884,5
330.0,775.0,-184.2,2.061954907486474,5
330.0,775.0,-172.60000000000002,2.061953631291213,5
330.0,837.0,-219.0,2.0621423109823573,5
330.0,837.0,-207.39999999999998,2.0621434165505383,5
330.0,837.0,-195.8,2.0621441542474903,5
330.0,837.0,-184.2,2.062144516482346,5
330.0,899.0,-219.0,2.0623391741301664,5
330.0,899.0,-207.39999999999998,2.0623422279493497,5
330.0,899.0,-195.8,2.0623446727701835,5
330.0,899.0,-184.2,2.06234649008594,5
330.0,961.0,-230.6,2.062551865520091,5
330.0,961.0,-219.0,2.0625581029602156,5
330.0,961.0,-207.39999999999998,2.0625634643866015,5
330.0,961.0,-195.8,2.0625679106234807,5
330.0,1023.0,-230.6,2.0627969982734835,5
330.0,1023.0,-219.0,2.0628066548670643,5
330.0,1023.0,-207.39999999999998,2.0628150680449746,5
330.0,1023.0,-195.8,2.062822167252347,5
330.0,1085.0,-242.2,2.0630587406929433,5
330.0,1085.0,-230.6,2.0630748353597133,5
330.0,1085.0,-219.0,2.0630893625005062,5
330.0,1085.0,-207.39999999999998,2.063102189650364,5
330.0,1085.0,-195.8,2.0631131882819824,5
330.0,1147.0,-253.79999999999998,2.063335576325779,5
330.0,1147.0,-242.2,2.0633612974921136,5
330.0,1147.0,-230.6,2.063385283123368,5
330.0,1147.0,-219.0,2.063407299455732,5
330.0,1147.0,-207.39999999999998,2.0634271069561607,5
330.0,1209.0,-253.79999999999998,2.063649949533659,5
330.0,1209.0,-242.2,2.063688408790351,5
330.0,1209.0,-230.6,2.0637251427061445,5
330.0,1209.0,-219.0,2.0637597475851757,5
330.0,1209.0,-207.39999999999998,2.063791785994767,5
330.0,1271.0,-277.0,2.06385501750987,5
330.0,1271.0,-265.4,2.0639143841474605,5
330.0,1271.0,-253.79999999999998,2.063974088140272,5
330.0,1271.0,-242.2,2.0640337100527213,5
330.0,1271.0,-230.6,2.064092721704664,5
330.0,1271.0,-219.0,2.064150479236539,5
330.0,1271.0,-207.39999999999998,2.064206220718964,5
330.0,1333.0,-288.6,2.0640363734158034,5
330.0,1333.0,-277.0,2.064119482148059,5
330.0,1333.0,-265.4,2.064206877186802,5
330.0,1333.0,-253.79999999999998,2.064298498661016,5
330.0,1333.0,-242.2,2.064394105426554,5
330.0,1333.0,-230.6,2.064493231979972,5
330.0,1333.0,-219.0,2.0645951457326372,5
330.0,1333.0,-207.39999999999998,2.0646988075768564,5
330.0,1395.0,-311.79999999999995,2.0640290023550163,5
330.0,1395.0,-300.2,2.06412437159438,5
330.0,1395.0,-288.6,2.0642286745793337,5
330.0,1395.0,-277.0,2.0643429959379915,5
330.0,1395.0,-265.4,2.064468386928754,5
330.0,1395.0,-253.79999999999998,2.0646058052931853,5
330.0,1395.0,-242.2,2.0647560413490798,5
330.0,1395.0,-230.6,2.064919630080818,5
330.0,1395.0,-219.0,2.0650967492204506,5
330.0,1395.0,-207.39999999999998,2.065287103271776,5
330.0,1395.0,-195.8,2.0654897931232825,5
330.0,1457.0,-311.79999999999995,2.0641115901014104,5
330.0,1457.0,-300.2,2.064223595425305,5
330.0,1457.0,-288.6,2.064349530315198,5
330.0,1457.0,-277.0,2.0644916680856333,5
330.0,1457.0,-265.4,2.0646524527378767,5
330.0,1457.0,-253.79999999999998,2.06483445868276,5
330.0,1457.0,-242.2,2.0650403365298575,5
330.0,1457.0,-230.6,2.0652727441154797,5
330.0,1457.0,-219.0,2.0655342607315568,5
330.0,1457.0,-207.39999999999998,2.0658272790919074,5
330.0,1457.0,-195.8,2.066153862719888,5
330.0,1457.0,-184.2,2.06651554524795,5
330.0,1519.0,-311.79999999999995,2.064125554702117,5
330.0,1519.0,-300.2,2.0642408619843637,5
330.0,1519.0,-288.6,2.0643711677303513,5
330.0,1519.0,-277.0,2.0645190278619303,5
330.0,1519.0,-265.4,2.0646872294104877,5
330.0,1519.0,-253.79999999999998,2.064878761680565,5
330.0,1519.0,-242.2,2.0650967762815666,5
330.0,1519.0,-230.6,2.065344536186629,5
330.0,1519.0,-219.0,2.0656253527828845,5
330.0,1519.0,-207.39999999999998,2.0659425059622567,5
330.0,1519.0,-195.8,2.0662991339252543,5
330.0,1519.0,-184.2,2.0666980648694198,5
330.0,1581.0,-311.79999999999995,2.0640700850165894,5
330.0,1581.0,-300.2,2.0641730349973804,5
330.0,1581.0,-288.6,2.06428704565176,5
330.0,1581.0,-277.0,2.064413680065119,5
330.0,1581.0,-265.4,2.064554539041696,5
330.0,1581.0,-253.79999999999998,2.064711203141762,5
330.0,1581.0,-242.2,2.0648851587218755,5
330.0,1581.0,-230.6,2.0650777068174317,5
330.0,1581.0,-219.0,2.0652898532503863,5
330.0,1581.0,-207.39999999999998,2.0655221769863705,5
330.0,1581.0,-195.8,2.0657746712342013,5
330.0,1643.0,-300.2,2.064031895627986,5
330.0,1643.0,-288.6,2.064120639103284,5
330.0,1643.0,-277.0,2.0642155607447985,5
330.0,1643.0,-265.4,2.064317024695419,5
330.0,1643.0,-253.79999999999998,2.064425252104942,5
330.0,1643.0,-242.2,2.0645402648829263,5
330.0,1643.0,-230.6,2.064661823452065,5
330.0,1643.0,-219.0,2.064789360506015,5
330.0,1643.0,-207.39999999999998,2.064921913540388,5
330.0,1705.0,-277.0,2.0639665998279133,5
330.0,1705.0,-265.4,2.0640359363681458,5
330.0,1705.0,-253.79999999999998,2.0641067058367,5
330.0,1705.0,-242.2,2.064178499466692,5
330.0,1705.0,-230.6,2.06425075834794,5
330.0,1705.0,-219.0,2.064322757049731,5
330.0,1705.0,-207.39999999999998,2.0643935923701604,5
330.0,1767.0,-253.79999999999998,2.0637853381186204,5
330.0,1767.0,-242.2,2.063831265309405,5
330.0,1767.0,-230.6,2.0638756750587346,5
330.0,1767.0,-219.0,2.0639180749771615,5
330.0,1767.0,-207.39999999999998,2.063957915978349,5
330.0,1767.0,-195.8,2.063994599100481,5
330.0,1829.0,-242.2,2.0635026375096146,5
330.0,1829.0,-230.6,2.0635315859858756,5
330.0,1829.0,-219.0,2.063558419516655,5
330.0,1829.0,-207.39999999999998,2.0635828347643144,5
330.0,1829.0,-195.8,2.063604520688499,5
330.0,1829.0,-184.2,2.0636231648085555,5
330.0,1891.0,-230.6,2.063218719063421,5
330.0,1891.0,-219.0,2.0632367940909995,5
330.0,1891.0,-207.39999999999998,2.0632529282322376,5
330.0,1891.0,-195.8,2.0632669570979156,5
330.0,1891.0,-184.2,2.0632787223396027,5
330.0,1953.0,-207.39999999999998,2.062965923113356,5
330.0,1953.0,-195.8,2.062975658416199,5
330.0,1953.0,-184.2,2.062983744312931,5
330.0,1953.0,-172.60000000000002,2.062990104034012,5
330.0,1953.0,-161.0,2.0629946698177672,5
330.0,2015.0,-195.8,2.062729382202821,5
330.0,2015.0,-184.2,2.0627353570058165,5
330.0,2015.0,-172.60000000000002,2.0627400904133633,5
330.0,2015.0,-161.0,2.062743546736258,5
330.0,2015.0,-149.39999999999998,2.0627456968580353,5
330.0,2077.0,-184.2,2.062530934397187,5
330.0,2077.0,-172.60000000000002,2.0625347711809847,5
330.0,2077.0,-161.0,2.062537682458279,5
330.0,2077.0,-149.39999999999998,2.0625396529414455,5
330.0,2077.0,-137.8,2.0625406717677777,5
330.0,2139.0,-172.60000000000002,2.0623699887061284,5
330.0,2139.0,-161.0,2.0623726794222383,5
330.0,2139.0,-149.39999999999998,2.06237467164811,5
330.0,2139.0,-137.8,2.0623759604057175,5
330.0,2139.0,-126.19999999999999,2.0623765436328876,5
330.0,2201.0,-161.0,2.0622436011069905,5
330.0,2201.0,-149.39999999999998,2.0622457324719985,5
330.0,2201.0,-137.8,2.062247319114625,5
330.0,2201.0,-126.19999999999999,2.0622483616724314,5
330.0,2201.0,-114.60000000000002,2.062248862710994,5
330.0,2263.0,-137.8,2.0621497790123127,5
330.0,2263.0,-126.19999999999999,2.0621512174700523,5
330.0,2263.0,-114.60000000000002,2.0621522127041167,5
330.0,2263.0,-103.0,2.0621527703186504,5
330.0,2325.0,-126.19999999999999,2.0620806481690424,5
330.0,2325.0,-114.60000000000002,2.062082015712084,5
330.0,2325.0,-103.0,2.0620829985754323,5
330.0,2325.0,-91.39999999999998,2.062083605100966,5
330.0,2387.0,-114.60000000000002,2.0620344942046676,5
330.0,2387.0,-103.0,2.062035732350138,5
330.0,2387.0,-91.39999999999998,2.0620366155645375,5
330.0,2387.0,-79.80000000000001,2.0620371552515278,5
330.0,2449.0,-114.60000000000002,2.0620065315213236,5
330.0,2449.0,-103.0,2.062007833025194,5
330.0,2449.0,-91.39999999999998,2.062008777442932,5
330.0,2449.0,-79.80000000000001,2.062009379641111,5
330.0,2511.0,-103.0,2.06199662464368,5
330.0,2511.0,-91.39999999999998,2.0619973886814043,5
330.0,2511.0,-79.80000000000001,2.0619977974226593,5
330.0,2573.0,-103.0,2.061999601395781,5
330.0,2573.0,-91.39999999999998,2.061999917160647,5
330.0,2573.0,-79.80000000000001,2.0619998574463305,5
330.0,2573.0,-68.19999999999999,2.0619994469244594,5
330.0,2635.0,-91.39999999999998,2.062013671056631,5
330.0,2635.0,-79.80000000000001,2.062012865663643,5
330.0,2635.0,-68.19999999999999,2.0620116948930307,5
330.0,2697.0,-91.39999999999998,2.0620354990191707,5
330.0,2697.0,-79.80000000000001,2.0620337046247297,5
330.0,2697.0,-68.19999999999999,2.0620315356416765,5
330.0,2759.0,-91.39999999999998,2.062061623553249,5
330.0,2759.0,-79.80000000000001,2.0620586823367786,5
330.0,2821.0,-91.39999999999998,2.062087714833697,5
330.0,2821.0,-79.80000000000001,2.062083609406326,5
330.0,2883.0,-103.0,2.0621139668323987,5
330.0,2883.0,-91.39999999999998,2.062109269101376,5
330.0,2883.0,-79.80000000000001,2.062104160858457,5
330.0,2945.0,-114.60000000000002,2.0621325265889943,5
330.0,2945.0,-103.0,2.0621276206818746,5
330.0,2945.0,-91.39999999999998,2.0621222534004615,5
330.0,3007.0,-126.19999999999999,2.0621390918836133,5
330.0,3007.0,-114.60000000000002,2.0621345099196207,5
330.0,3007.0,-103.0,2.062129406732568,5
330.0,3007.0,-91.39999999999998,2.0621238450976858,5
330.0,3069.0,-114.60000000000002,2.062123021338613,5
330.0,3069.0,-103.0,2.0621182416568655,5
330.0,3069.0,-91.39999999999998,2.062113003377263,5
374.0,31.0,-253.79999999999998,2.0575368823301132,5
374.0,31.0,-242.2,2.0573720153827653,5
374.0,93.0,-242.2,2.0576355893368095,5
374.0,155.0,-242.2,2.0581008539185284,5
374.0,217.0,-230.6,2.058576511516652,5
374.0,341.0,-219.0,2.0597339502062306,5
374.0,403.0,-207.39999999999998,2.060222941179677,5
374.0,465.0,-207.39999999999998,2.060669951078005,5
374.0,465.0,-195.8,2.060647231585746,5
374.0,527.0,-207.39999999999998,2.0610323828709247,5
374.0,527.0,-195.8,2.0610175038998158,5
374.0,527.0,-184.2,2.061003439853565,5
374.0,589.0,-219.0,2.0613366649371985,5
374.0,589.0,-207.39999999999998,2.061326753279216,5
374.0,589.0,-195.8,2.061317299975045,5
374.0,589.0,-184.2,2.0613083457007066,5
374.0,651.0,-219.0,2.061577850416006,5
374.0,651.0,-207.39999999999998,2.0615719497885494,5
374.0,651.0,-195.8,2.0615662700612907,5
374.0,651.0,-184.2,2.061560833943576,5
374.0,713.0,-219.0,2.061789459570409,5
374.0,713.0,-207.39999999999998,2.0617864783436843,5
374.0,713.0,-195.8,2.061783508859648,5
374.0,775.0,-230.6,2.061988549612873,5
374.0,775.0,-219.0,2.0619880552586336,5
374.0,775.0,-207.39999999999998,2.0619873682552083,5
374.0,775.0,-195.8,2.0619864886850707,5
374.0,837.0,-230.6,2.0621867760839097,5
374.0,837.0,-219.0,2.0621885299236684,5
374.0,837.0,-207.39999999999998,2.06218987734702,5
374.0,837.0,-195.8,2.0621908082511173,5
374.0,899.0,-242.2,2.06239510487189,5
374.0,899.0,-230.6,2.0623998373814323,5
374.0,899.0,-219.0,2.062403931826962,5
374.0,899.0,-207.39999999999998,2.062407362695664,5
374.0,961.0,-242.2,2.0626303278752607,5
374.0,961.0,-230.6,2.062638117479996,5
374.0,961.0,-219.0,2.0626449638815174,5
374.0,961.0,-207.39999999999998,2.062650820669833,5
374.0,1023.0,-253.79999999999998,2.062883737862177,5
374.0,1023.0,-242.2,2.0628966632400694,5
374.0,1023.0,-230.6,2.0629083451209933,5
374.0,1023.0,-219.0,2.062918698832336,5
374.0,1085.0,-265.4,2.0631557713454423,5
374.0,1085.0,-253.79999999999998,2.0631757526480263,5
374.0,1085.0,-242.2,2.0631942284650218,5
374.0,1085.0,-230.6,2.0632110543776534,5
374.0,1085.0,-219.0,2.0632260865101277,5
374.0,1147.0,-265.4,2.063459543304699,5
374.0,1147.0,-253.79999999999998,2.0634871365088405,5
374.0,1147.0,-242.2,2.0635129264117555,5
374.0,1147.0,-230.6,2.0635366771676047,5
374.0,1147.0,-219.0,2.063558144137401,5
374.0,1209.0,-277.0,2.063716691471095,5
374.0,1209.0,-265.4,2.0637553919640896,5
374.0,1209.0,-253.79999999999998,2.0637926309771344,5
374.0,1209.0,-242.2,2.063828080463626,5
374.0,1209.0,-230.6,2.0638613705025812,5
374.0,1271.0,-277.0,2.063952461520081,5
374.0,1271.0,-265.4,2.0640021647009044,5
374.0,1271.0,-253.79999999999998,2.064051471039132,5
374.0,1271.0,-242.2,2.0640999949168983,5
374.0,1271.0,-230.6,2.0641472321057113,5
374.0,1333.0,-277.0,2.0640931183156805,5
374.0,1333.0,-265.4,2.06415498346324,5
374.0,1333.0,-253.79999999999998,2.064219690833544,5
374.0,1333.0,-242.2,2.064287138167095,5
374.0,1333.0,-230.6,2.0643569666107986,5
374.0,1333.0,-219.0,2.064428496801143,5
374.0,1395.0,-288.6,2.064056771386587,5
374.0,1395.0,-277.0,2.0641234542272673,5
374.0,1395.0,-265.4,2.0641983906590293,5
374.0,1395.0,-253.79999999999998,2.06428295695877,5
374.0,1395.0,-242.2,2.0643783705111414,5
374.0,1395.0,-230.6,2.064485546005623,5
374.0,1395.0,-219.0,2.0646049306077487,5
374.0,1395.0,-207.39999999999998,2.0647363281929754,5
374.0,1457.0,-288.6,2.0640205216407272,5
374.0,1457.0,-277.0,2.064092289186829,5
374.0,1457.0,-265.4,2.0641786565707574,5
374.0,1457.0,-253.79999999999998,2.0642830436192234,5
374.0,1457.0,-242.2,2.064409061175957,5
374.0,1457.0,-230.6,2.0645603759542275,5
374.0,1457.0,-219.0,2.064740559153508,5
374.0,1457.0,-207.39999999999998,2.0649529486665177,5
374.0,1519.0,-300.2,2.0639498069653515,5
374.0,1519.0,-288.6,2.064010082164348,5
374.0,1519.0,-277.0,2.0640828557178525,5
374.0,1519.0,-265.4,2.064171677811208,5
374.0,1519.0,-253.79999999999998,2.0642804999582944,5
374.0,1519.0,-242.2,2.064413590796536,5
374.0,1519.0,-230.6,2.0645754257765514,5
374.0,1519.0,-219.0,2.064770574057187,5
374.0,1519.0,-207.39999999999998,2.06500362601644,5
374.0,1519.0,-195.8,2.0652792260504063,5
374.0,1581.0,-288.6,2.064046007887184,5
374.0,1581.0,-277.0,2.064115173438223,5
374.0,1581.0,-265.4,2.064195207988037,5
374.0,1581.0,-253.79999999999998,2.064288270516885,5
374.0,1581.0,-242.2,2.064396465556003,5
374.0,1581.0,-230.6,2.0645216855533444,5
374.0,1581.0,-219.0,2.0646654263672053,5
374.0,1581.0,-207.39999999999998,2.064828589186672,5
374.0,1643.0,-277.0,2.0641193770262647,5
374.0,1643.0,-265.4,2.0641865160198702,5
374.0,1643.0,-253.79999999999998,2.0642586672469174,5
