,X,Y,Z,grade,borehole
390,718.8500000000001,65.0,-851.8299999999999,2.044266796292524,15.0
400,718.8500000000001,65.0,-590.43,2.0470058577608197,15.0
410,718.8500000000001,65.0,-329.03,2.0443723738509814,15.0
420,326.75000000000006,415.0,-1165.51,2.043233188574994,16.0
430,326.75000000000006,415.0,-904.11,2.043236239667317,16.0
440,326.75000000000006,415.0,-642.7099999999999,2.0432912322444134,16.0
450,326.75000000000006,415.0,-381.30999999999995,2.0432297300037954,16.0
460,379.03000000000003,15.0,-851.8299999999999,2.042848804216624,17.0
470,379.03000000000003,15.0,-590.43,2.0431997792011853,17.0
480,379.03000000000003,15.0,-329.03,2.0427470503228613,17.0
490,614.2900000000002,75.0,-1008.6700000000001,2.0424424508601406,18.0
500,614.2900000000002,75.0,-302.8899999999999,2.042722115184211,18.0
510,562.0100000000001,375.0,-1060.95,2.043203094858556,19.0
520,562.0100000000001,375.0,-799.55,2.043418337431525,19.0
530,562.0100000000001,375.0,-538.15,2.043522082870613,19.0
540,562.0100000000001,375.0,-276.7499999999999,2.0431862755700654,19.0
550,169.91000000000003,5.0,-1034.81,2.0431340029252687,20.0
560,169.91000000000003,5.0,-773.41,2.0431488315892126,20.0
570,13.07,145.0,-1191.65,2.0432565042272586,21.0
580,588.1500000000001,115.0,-1243.93,2.0430514495725327,22.0
590,588.1500000000001,115.0,-982.53,2.0425356145606437,22.0
600,588.1500000000001,115.0,-302.8899999999999,2.042698253955288,22.0
610,405.1700000000001,85.0,-721.13,2.043136270823734,23.0
620,405.1700000000001,85.0,-459.7299999999999,2.043064207658452,23.0
630,248.33000000000004,245.0,-1191.65,2.0431906797508357,24.0
640,248.33000000000004,245.0,-930.25,2.0431459145453124,24.0
650,248.33000000000004,245.0,-668.85,2.0432130836721636,24.0
660,65.35000000000001,115.0,-1243.93,2.0432474037697985,25.0
670,65.35000000000001,115.0,-982.53,2.043209528155693,25.0
680,535.8700000000001,265.0,-1165.51,2.0431011943744557,26.0
690,535.8700000000001,265.0,-904.11,2.043131398930428,26.0
700,535.8700000000001,265.0,-642.7099999999999,2.043624460714853,26.0
710,535.8700000000001,265.0,-381.30999999999995,2.0432347334026617,26.0
720,562.0100000000001,115.0,-1113.23,2.0428215489991457,27.0
730,562.0100000000001,115.0,-381.30999999999995,2.042988133522534,27.0
740,823.4100000000002,45.0,-198.32999999999993,2.042423686093224,28.0
750,274.47,175.0,-1113.23,2.0431139507292886,29.0
760,274.47,175.0,-851.8299999999999,2.0430989611695716,29.0
770,274.47,175.0,-590.43,2.043190148448462,29.0
780,823.4100000000002,455.0,-381.30999999999995,2.043498957629595,30.0
790,143.77,395.0,-1243.93,2.0432687361579025,31.0
800,143.77,395.0,-982.53,2.0432498395404664,31.0
810,143.77,395.0,-721.13,2.043261691727374,31.0
820,588.1500000000001,115.0,-1060.95,2.042706152259927,32.0
830,588.1500000000001,115.0,-381.30999999999995,2.043085131299434,32.0
840,718.8500000000001,115.0,-747.27,2.0450696987822767,33.0
850,718.8500000000001,115.0,-485.8699999999999,2.0449062602917407,33.0
860,718.8500000000001,115.0,-224.4699999999999,2.0426782533732086,33.0
870,614.2900000000002,465.0,-1034.81,2.0432908650929655,34.0
880,614.2900000000002,465.0,-773.41,2.0434608409163193,34.0
890,614.2900000000002,465.0,-512.01,2.0434813531215963,34.0
900,614.2900000000002,465.0,-250.6099999999999,2.0432533416453866,34.0
910,483.5900000000001,205.0,-1034.81,2.0429258904294487,35.0
920,483.5900000000001,205.0,-773.41,2.043246325600606,35.0
930,483.5900000000001,205.0,-512.01,2.0433967941587516,35.0
940,91.49000000000001,25.0,-1243.93,2.043234344679053,36.0
950,91.49000000000001,25.0,-982.53,2.043186210557262,36.0
960,379.03000000000003,185.0,-1087.0900000000001,2.043017136935611,37.0
970,379.03000000000003,185.0,-825.69,2.043062745821911,37.0
980,379.03000000000003,185.0,-564.29,2.043247516586326,37.0
990,379.03000000000003,185.0,-302.8899999999999,2.042917237482509,37.0
1000,431.31000000000006,145.0,-694.99,2.0432634568338557,38.0
1010,431.31000000000006,145.0,-433.5899999999999,2.0430759316182243,38.0
1020,405.1700000000001,175.0,-956.3900000000001,2.0429219993569268,39.0
1030,405.1700000000001,175.0,-694.99,2.0432417281593183,39.0
1040,405.1700000000001,175.0,-433.5899999999999,2.0430989918619074,39.0
1050,379.03000000000003,35.0,-877.97,2.04282294630312,40.0
1060,379.03000000000003,35.0,-616.5699999999999,2.0432041232986107,40.0
1070,379.03000000000003,35.0,-355.16999999999996,2.0428053913096873,40.0
