,X,Y,Z,grade,borehole
4035,61.150000000000006,870.0,-569.4000000000001,0.14555577617148166,93.0
4050,61.150000000000006,870.0,-335.4,0.14175557427556218,93.0
4065,1137.39,870.0,-772.2,0.15491836967507033,94.0
4080,1137.39,870.0,-538.2,0.1550752123918433,94.0
4095,1137.39,870.0,-304.2,0.146744366792734,94.0
4110,697.11,990.0,-725.4000000000001,0.1527077001461486,95.0
4125,697.11,990.0,-491.40000000000003,0.15190004007720104,95.0
4140,697.11,990.0,-257.4,0.14509421446820103,95.0
4155,794.95,810.0,-725.4000000000001,0.1620880426262997,96.0
4170,794.95,810.0,-491.40000000000003,0.1601433300307592,96.0
4185,794.95,810.0,-257.4,0.14864239212880936,96.0
4200,672.6500000000001,1530.0,-709.8000000000001,0.16045238269503137,97.0
4215,672.6500000000001,1530.0,-475.8,0.16102378147915203,97.0
4230,672.6500000000001,1530.0,-241.79999999999995,0.14749626062773694,97.0
4245,403.59000000000003,930.0,-694.2,0.15340938900887763,98.0
4260,403.59000000000003,930.0,-460.20000000000005,0.15161716452866408,98.0
4275,403.59000000000003,930.0,-226.20000000000005,0.14415258068610465,98.0
4290,623.73,2790.0,-709.8000000000001,0.10805548250170557,99.0
4305,623.73,2790.0,-475.8,0.1376906095692678,99.0
4320,623.73,2790.0,-241.79999999999995,0.09565000072800259,99.0
4335,158.98999999999998,150.0,-694.2,0.14742890461570402,100.0
4350,158.98999999999998,150.0,-460.20000000000005,0.14441357522625328,100.0
4365,158.98999999999998,150.0,-226.20000000000005,0.1387566283487594,100.0
