,X,Y,Z,grade,borehole
1250,747.7700000000001,490.0,-366.05,0.43520104515234004,61.0
1260,747.7700000000001,490.0,-222.64999999999998,0.43697214405089047,61.0
1270,747.7700000000001,490.0,-79.25,0.43713876780356736,61.0
1280,383.99,490.0,-236.99,0.436016107623287,62.0
1290,383.99,490.0,-93.59000000000003,0.43631456662179974,62.0
1300,303.15,230.0,-208.31,0.43976901402212265,63.0
1310,262.73,610.0,-366.05,0.43432679655308937,64.0
1320,262.73,610.0,-222.64999999999998,0.4348061571798519,64.0
1330,262.73,610.0,-79.25,0.4349835980515311,64.0
1340,545.6700000000001,330.0,-236.99,0.44172240982451194,65.0
1350,545.6700000000001,330.0,-93.59000000000003,0.4424372555765116,65.0
1360,1232.8100000000002,30.0,-366.05,0.4733671329596896,66.0
1370,1232.8100000000002,30.0,-222.64999999999998,0.40873783584086915,66.0
1380,1232.8100000000002,30.0,-79.25,0.42303488958258445,66.0
1390,1151.97,830.0,-366.05,0.4346171480804872,67.0
1400,1151.97,830.0,-222.64999999999998,0.434703589564332,67.0
1410,1596.5900000000001,290.0,-394.73,0.43628442854807586,68.0
1420,1596.5900000000001,290.0,-251.32999999999998,0.4458641024642207,68.0
1430,1354.0700000000002,610.0,-409.07000000000005,0.43479023199223,69.0
1440,1354.0700000000002,610.0,-265.67,0.43523659204552895,69.0
1450,869.0300000000001,950.0,-380.39,0.43460001996606984,70.0
1460,869.0300000000001,950.0,-236.99,0.4346556267792038,70.0
1470,1394.49,110.0,-409.07000000000005,0.43527737580765824,71.0
1480,1394.49,110.0,-265.67,0.4472588205761157,71.0
1490,1394.49,110.0,-122.26999999999998,0.4360925941179972,71.0
1500,545.6700000000001,950.0,-294.35,0.4346351361409886,72.0
1510,1596.5900000000001,630.0,-552.47,0.43447861943636024,73.0
1520,1596.5900000000001,630.0,-409.07000000000005,0.435230861176952,73.0
1530,1839.1100000000001,50.0,-595.49,0.41629324607925877,74.0
1540,1839.1100000000001,50.0,-452.09000000000003,0.43006446078580685,74.0
1550,1839.1100000000001,50.0,-308.69,0.46597355336322444,74.0
1560,1798.69,990.0,-495.11,0.43464778867608567,75.0
1570,505.25,190.0,-323.03000000000003,0.43796045695427027,76.0
1580,505.25,190.0,-179.63,0.461476639027666,76.0
1590,1960.3700000000001,230.0,-581.1500000000001,0.4306871073592379,77.0
1600,1960.3700000000001,230.0,-437.75,0.43698495375103935,77.0
1610,1192.39,690.0,-394.73,0.4345810798027434,78.0
1620,1192.39,690.0,-251.32999999999998,0.43475107997688,78.0
1630,343.57,230.0,-251.32999999999998,0.4409854161110246,79.0
1640,343.57,230.0,-107.93,0.44314313727011895,79.0
1650,101.05000000000001,110.0,-165.28999999999996,0.4302376551991184,80.0
1660,1030.71,430.0,-380.39,0.433966465588729,81.0
1670,1030.71,430.0,-236.99,0.4346107315774369,81.0
1680,1071.13,770.0,-480.77000000000004,0.43449463613202544,82.0
1690,1071.13,770.0,-337.37,0.43462441078177616,82.0
1700,1071.13,770.0,-193.96999999999997,0.43472969770096304,82.0
1710,101.05000000000001,930.0,-236.99,0.43453307341179176,83.0
1720,869.0300000000001,550.0,-437.75,0.4344094032646972,84.0
1730,869.0300000000001,550.0,-294.35,0.43526408511264975,84.0
1740,869.0300000000001,550.0,-150.95,0.4358556910678143,84.0
1750,1556.17,930.0,-480.77000000000004,0.43465984903623844,85.0
1760,1556.17,930.0,-337.37,0.43478653990270644,85.0
1770,20.21,350.0,-222.64999999999998,0.43300713710034294,86.0
1780,1313.65,290.0,-480.77000000000004,0.43443575612249463,87.0
1790,1313.65,290.0,-337.37,0.43592139311470063,87.0
1800,1313.65,290.0,-193.96999999999997,0.4348910310695274,87.0
1810,1717.8500000000001,930.0,-538.13,0.43463074396600976,88.0
1820,1717.8500000000001,930.0,-394.73,0.4347636358128648,88.0
1830,1354.0700000000002,350.0,-394.73,0.43529798871853165,89.0
1840,1354.0700000000002,350.0,-251.32999999999998,0.4363897181270826,89.0
1850,1071.13,870.0,-437.75,0.43456350204008654,90.0
1860,1071.13,870.0,-294.35,0.4346434176583111,90.0
1870,1313.65,350.0,-423.41,0.4348652927947115,91.0
